78;169;6083.0;4307.0
168;169;6083.0;4308.0
291;168;6083.0;4309.0
415;168;6083.0;4310.0
538;168;6083.0;4311.0
661;168;6083.0;4312.0
785;168;6083.0;4313.0
908;168;6083.0;4314.0
1032;167;6083.0;4315.0
1154;167;6083.0;4316.0
1278;167;6083.0;4317.0
1403;167;6083.0;4318.0
1526;167;6083.0;4319.0
1649;167;6083.0;4320.0
1773;167;6083.0;4321.0
1897;167;6083.0;4322.0
2020;168;6083.0;4321.0
2058;168;6083.0;4321.0
77;281;6082.0;4307.0
172;277;6082.0;4308.0
296;272;6082.0;4309.0
419;266;6082.0;4310.0
542;261;6082.0;4311.0
665;256;6082.0;4312.0
788;251;6082.0;4313.0
911;246;6082.0;4314.0
1034;241;6082.0;4315.0
1157;235;6082.0;4316.0
1281;230;6082.0;4317.0
1405;226;6082.0;4318.0
1528;220;6082.0;4319.0
1651;216;6082.0;4320.0
1780;334;6082.0;4321.0
1898;206;6082.0;4322.0
2022;200;6082.0;4323.0
2058;198;6082.0;4323.0
77;404;6081.0;4307.0
178;400;6081.0;4308.0
301;395;6081.0;4309.0
424;390;6081.0;4310.0
548;385;6081.0;4311.0
670;379;6081.0;4312.0
793;375;6081.0;4313.0
916;370;6081.0;4314.0
1040;364;6081.0;4315.0
1163;359;6081.0;4316.0
1286;355;6081.0;4317.0
1409;349;6081.0;4318.0
1533;344;6081.0;4319.0
1656;339;6081.0;4320.0
1779;334;6081.0;4321.0
1903;329;6081.0;4322.0
2027;325;6081.0;4323.0
2058;324;6081.0;4323.0
77;528;6080.0;4307.0
183;524;6080.0;4308.0
307;518;6080.0;4309.0
429;513;6080.0;4310.0
553;508;6080.0;4311.0
675;503;6080.0;4312.0
798;498;6080.0;4313.0
921;493;6080.0;4314.0
1044;488;6080.0;4315.0
1168;483;6080.0;4316.0
1290;478;6080.0;4317.0
1413;473;6080.0;4318.0
1538;468;6080.0;4319.0
1660;463;6080.0;4320.0
1784;458;6080.0;4321.0
1908;452;6080.0;4322.0
2031;447;6080.0;4323.0
2058;446;6080.0;4323.0
78;651;6079.0;4307.0
188;647;6079.0;4308.0
312;641;6079.0;4309.0
435;636;6079.0;4310.0
558;631;6079.0;4311.0
681;625;6079.0;4312.0
804;621;6079.0;4313.0
927;615;6079.0;4314.0
1050;610;6079.0;4315.0
1173;606;6079.0;4316.0
1296;601;6079.0;4317.0
1419;596;6079.0;4318.0
1542;591;6079.0;4319.0
1665;585;6079.0;4320.0
1789;581;6079.0;4321.0
1913;575;6079.0;4322.0
2036;571;6079.0;4323.0
2058;570;6079.0;4323.0
78;776;6078.0;4307.0
193;771;6078.0;4308.0
318;766;6078.0;4309.0
440;761;6078.0;4310.0
563;756;6078.0;4311.0
686;751;6078.0;4312.0
808;746;6078.0;4313.0
931;741;6078.0;4314.0
1054;735;6078.0;4315.0
1177;730;6078.0;4316.0
1301;726;6078.0;4317.0
1424;721;6078.0;4318.0
1548;716;6078.0;4319.0
1671;710;6078.0;4320.0
1794;705;6078.0;4321.0
1918;700;6078.0;4322.0
2041;694;6078.0;4323.0
2059;694;6078.0;4323.0
78;898;6077.0;4307.0
199;893;6077.0;4308.0
322;888;6077.0;4309.0
445;882;6077.0;4310.0
566;878;6077.0;4311.0
691;873;6077.0;4312.0
815;867;6077.0;4313.0
937;863;6077.0;4314.0
1061;858;6077.0;4315.0
1183;852;6077.0;4316.0
1306;847;6077.0;4317.0
1429;844;6077.0;4318.0
1552;839;6077.0;4319.0
1676;834;6077.0;4320.0
1799;828;6077.0;4321.0
1923;823;6077.0;4322.0
2046;818;6077.0;4323.0
2059;818;6077.0;4323.0
77;1022;6076.0;4307.0
83;1022;6076.0;4307.0
203;1017;6076.0;4308.0
327;1012;6076.0;4309.0
451;1007;6076.0;4310.0
573;1001;6076.0;4311.0
697;996;6076.0;4312.0
819;991;6076.0;4313.0
943;986;6076.0;4314.0
1065;981;6076.0;4315.0
1188;976;6076.0;4316.0
1310;971;6076.0;4317.0
1434;967;6076.0;4318.0
1557;962;6076.0;4319.0
1680;957;6076.0;4320.0
1803;952;6076.0;4321.0
1927;946;6076.0;4322.0
2050;941;6076.0;4323.0
2058;941;6076.0;4323.0
78;1145;6075.0;4307.0
88;1144;6075.0;4307.0
208;1140;6075.0;4308.0
332;1134;6075.0;4309.0
454;1129;6075.0;4310.0
577;1124;6075.0;4311.0
700;1119;6075.0;4312.0
823;1114;6075.0;4313.0
946;1109;6075.0;4314.0
1069;1104;6075.0;4315.0
1192;1099;6075.0;4316.0
1316;1094;6075.0;4317.0
1439;1090;6075.0;4318.0
1562;1084;6075.0;4319.0
1685;1080;6075.0;4320.0
1808;1075;6075.0;4321.0
1933;1069;6075.0;4322.0
2056;1064;6075.0;4323.0
77;1269;6074.0;4307.0
92;1268;6074.0;4307.0
214;1263;6074.0;4308.0
338;1259;6074.0;4309.0
461;1253;6074.0;4310.0
583;1248;6074.0;4311.0
706;1243;6074.0;4312.0
829;1238;6074.0;4313.0
951;1233;6074.0;4314.0
1075;1228;6074.0;4315.0
1197;1224;6074.0;4316.0
1320;1219;6074.0;4317.0
1445;1214;6074.0;4318.0
1568;1209;6074.0;4319.0
1691;1204;6074.0;4320.0
1814;1199;6074.0;4321.0
1938;1194;6074.0;4322.0
2059;1189;6074.0;4323.0
77;1392;6073.0;4307.0
98;1391;6073.0;4307.0
219;1386;6073.0;4308.0
